"kpi","time_grouping","space_boundary","space_grouping","avg_sites_reporting","est_uncertainty"
38.7,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 216, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.189143, 5.650328], [-0.189141, 5.64994], [-0.18914, 5.649924], [-0.18914, 5.649822], [-0.189138, 5.649263], [-0.189138, 5.649109], [-0.189138, 5.648686], [-0.189137, 5.648216], [-0.189144, 5.647232], [-0.189142, 5.6462], [-0.189142, 5.64607], [-0.189142, 5.645416], [-0.189142, 5.645237], [-0.189141, 5.644912], [-0.189142, 5.644697], [-0.189143, 5.644437], [-0.189163, 5.644226], [-0.18919, 5.644073], [-0.189259, 5.643797], [-0.189363, 5.64357], [-0.18938, 5.643538], [-0.189395, 5.64351], [-0.18941, 5.643481], [-0.189428, 5.643447], [-0.189447, 5.643409], [-0.189465, 5.643376], [-0.189469, 5.64337], [-0.189473, 5.643362], [-0.189477, 5.643356], [-0.189479, 5.643352], [-0.189483, 5.643346], [-0.189488, 5.643339], [-0.189549, 5.64324], [-0.189554, 5.643232], [-0.18956, 5.643221], [-0.189568, 5.643209], [-0.189572, 5.643202], [-0.189576, 5.643196], [-0.189581, 5.643189], [-0.189585, 5.643184], [-0.189587, 5.643181], [-0.18959, 5.643177], [-0.189592, 5.643175], [-0.189594, 5.643172], [-0.189596, 5.643169], [-0.189598, 5.643166], [-0.1896, 5.643164], [-0.189601, 5.643162], [-0.189603, 5.643159], [-0.189607, 5.643154], [-0.189611, 5.643149], [-0.189613, 5.643146], [-0.189615, 5.643143], [-0.189616, 5.643142], [-0.189617, 5.643141], [-0.189618, 5.64314], [-0.189647, 5.643099], [-0.189664, 5.643077], [-0.189674, 5.643066], [-0.18973, 5.643003], [-0.189761, 5.642968], [-0.189779, 5.642948], [-0.189781, 5.642946], [-0.189784, 5.642942], [-0.189788, 5.642939], [-0.189792, 5.642935], [-0.189795, 5.642932], [-0.1898, 5.642927], [-0.189809, 5.642919], [-0.189822, 5.642907], [-0.189842, 5.642888], [-0.189867, 5.642864], [-0.189905, 5.642829], [-0.189928, 5.642807], [-0.189939, 5.642797], [-0.189946, 5.642791], [-0.18995, 5.642788], [-0.189959, 5.642781], [-0.189961, 5.642779], [-0.18997, 5.642772], [-0.190003, 5.642747], [-0.190083, 5.642684], [-0.190141, 5.642639], [-0.190151, 5.642633], [-0.190228, 5.642583], [-0.1903, 5.642536], [-0.190689, 5.642318], [-0.191346, 5.641966], [-0.191929, 5.64165], [-0.191976, 5.641625], [-0.192637, 5.641268], [-0.193077, 5.641039], [-0.193213, 5.640956], [-0.193276, 5.640925], [-0.193349, 5.64089], [-0.193454, 5.64085], [-0.193622, 5.640797], [-0.193778, 5.640766], [-0.193899, 5.640748], [-0.194019, 5.640742], [-0.194137, 5.640746], [-0.194258, 5.640755], [-0.194383, 5.640772], [-0.194561, 5.640811], [-0.194725, 5.640844], [-0.19478, 5.640855], [-0.195245, 5.640971], [-0.195366, 5.641], [-0.196083, 5.641185], [-0.196173, 5.641207], [-0.196704, 5.641342], [-0.196756, 5.641353], [-0.197032, 5.64141], [-0.197538, 5.641519], [-0.197647, 5.641542], [-0.198338, 5.641732], [-0.198914, 5.641897], [-0.198977, 5.641912], [-0.199221, 5.641972], [-0.199922, 5.642142], [-0.200075, 5.642181], [-0.200912, 5.642391], [-0.201244, 5.642475], [-0.201574, 5.642558], [-0.201709, 5.642594], [-0.202188, 5.642721], [-0.20225, 5.642738], [-0.202416, 5.642783], [-0.202574, 5.642813], [-0.202653, 5.642818], [-0.202694, 5.642821], [-0.20282, 5.642815], [-0.202899, 5.642808], [-0.203081, 5.642773], [-0.203239, 5.642719], [-0.203338, 5.642684], [-0.203386, 5.642661], [-0.203519, 5.642593], [-0.203407, 5.64243], [-0.203285, 5.642251], [-0.203133, 5.642052], [-0.203054, 5.641943], [-0.202866, 5.641683], [-0.202702, 5.641431], [-0.202593, 5.641262], [-0.202425, 5.641023], [-0.20214, 5.640616], [-0.201973, 5.640377], [-0.201717, 5.639975], [-0.201543, 5.639622], [-0.201518, 5.639457], [-0.201527, 5.639413], [-0.201373, 5.639366], [-0.201319, 5.639304], [-0.201175, 5.639044], [-0.20105, 5.638861], [-0.200952, 5.638695], [-0.200884, 5.638578], [-0.20087, 5.638556], [-0.20071, 5.638422], [-0.200601, 5.638351], [-0.200544, 5.638286], [-0.200426, 5.63809], [-0.200352, 5.637959], [-0.200232, 5.637745], [-0.200077, 5.63751], [-0.199977, 5.637338], [-0.199849, 5.637136], [-0.199766, 5.637009], [-0.199675, 5.636869], [-0.199532, 5.636674], [-0.199455, 5.636579], [-0.199391, 5.63649], [-0.199319, 5.636376], [-0.19924, 5.636241], [-0.19908, 5.635987], [-0.198842, 5.635625], [-0.198659, 5.635346], [-0.198472, 5.635065], [-0.198285, 5.634789], [-0.198225, 5.634701], [-0.198073, 5.634437], [-0.197914, 5.63418], [-0.19785, 5.634075], [-0.197686, 5.633833], [-0.1975, 5.633552], [-0.197424, 5.633434], [-0.19731, 5.633269], [-0.19717, 5.633061], [-0.196891, 5.632622], [-0.196758, 5.632413], [-0.196608, 5.632179], [-0.196587, 5.632146], [-0.196415, 5.631894], [-0.196224, 5.631574], [-0.19601, 5.631265], [-0.195944, 5.631163], [-0.195835, 5.630996], [-0.195542, 5.630546], [-0.195438, 5.630384], [-0.19517, 5.629969], [-0.194828, 5.629438], [-0.194495, 5.628922], [-0.194199, 5.628463], [-0.193989, 5.628138], [-0.193794, 5.62784], [-0.193571, 5.627499], [-0.193365, 5.627184], [-0.193073, 5.626739], [-0.192693, 5.626131], [-0.192382, 5.625635], [-0.192208, 5.625356], [-0.192183, 5.625319], [-0.19185, 5.62483], [-0.19174, 5.624926], [-0.191659, 5.625058], [-0.191521, 5.625187], [-0.191421, 5.625254], [-0.191243, 5.625374], [-0.190892, 5.625589], [-0.190777, 5.625683], [-0.190762, 5.625757], [-0.190675, 5.625872], [-0.19052, 5.626059], [-0.190284, 5.626394], [-0.190025, 5.626805], [-0.189889, 5.62704], [-0.189817, 5.627132], [-0.189706, 5.627225], [-0.189611, 5.627289], [-0.189413, 5.627368], [-0.189024, 5.627491], [-0.188646, 5.627612], [-0.188535, 5.627682], [-0.188306, 5.627897], [-0.188257, 5.627961], [-0.188155, 5.62805], [-0.1881, 5.628075], [-0.187973, 5.628132], [-0.187536, 5.628291], [-0.187016, 5.628572], [-0.186877, 5.628449], [-0.186667, 5.628189], [-0.186364, 5.627766], [-0.186133, 5.627282], [-0.185925, 5.626984], [-0.185718, 5.62675], [-0.185496, 5.626546], [-0.185216, 5.626366], [-0.184955, 5.626251], [-0.184733, 5.626217], [-0.184491, 5.626246], [-0.184289, 5.626311], [-0.18394, 5.626489], [-0.183556, 5.626677], [-0.183091, 5.626904], [-0.182757, 5.627116], [-0.182511, 5.627254], [-0.182253, 5.62733], [-0.181958, 5.627385], [-0.180963, 5.627565], [-0.180754, 5.627659], [-0.180534, 5.627805], [-0.180252, 5.628066], [-0.179694, 5.628596], [-0.179432, 5.628831], [-0.179054, 5.629092], [-0.178772, 5.629199], [-0.17821, 5.629262], [-0.177249, 5.629372], [-0.176765, 5.629419], [-0.176913, 5.630983], [-0.177049, 5.63256], [-0.177139, 5.633596], [-0.177288, 5.635168], [-0.177365, 5.635967], [-0.177534, 5.637124], [-0.177562, 5.637284], [-0.177614, 5.637575], [-0.177681, 5.637949], [-0.177756, 5.638348], [-0.17779, 5.63853], [-0.177862, 5.638911], [-0.177936, 5.639309], [-0.178082, 5.640075], [-0.178128, 5.640359], [-0.178206, 5.640776], [-0.178383, 5.641749], [-0.178486, 5.642309], [-0.178502, 5.642395], [-0.178606, 5.642971], [-0.178707, 5.643512], [-0.178736, 5.643666], [-0.178808, 5.64405], [-0.178886, 5.644471], [-0.178929, 5.644699], [-0.178973, 5.644933], [-0.17904, 5.645309], [-0.179081, 5.645526], [-0.179102, 5.64564], [-0.179151, 5.645904], [-0.179178, 5.646052], [-0.179193, 5.646135], [-0.179302, 5.646742], [-0.179323, 5.646853], [-0.179345, 5.646968], [-0.179408, 5.647304], [-0.179582, 5.648243], [-0.179588, 5.648274], [-0.179592, 5.648294], [-0.179629, 5.648477], [-0.17968, 5.648735], [-0.179728, 5.649013], [-0.179743, 5.649101], [-0.179775, 5.649288], [-0.179863, 5.649771], [-0.179901, 5.649958], [-0.179936, 5.650135], [-0.179961, 5.650262], [-0.179974, 5.650379], [-0.17999, 5.650468], [-0.180026, 5.650665], [-0.180031, 5.6507], [-0.180638, 5.650689], [-0.181103, 5.650689], [-0.181139, 5.650689], [-0.181429, 5.650689], [-0.18181, 5.65069], [-0.182191, 5.650691], [-0.182406, 5.650692], [-0.182537, 5.650692], [-0.182591, 5.650692], [-0.182713, 5.650692], [-0.182929, 5.650691], [-0.183778, 5.650689], [-0.184212, 5.650687], [-0.18502, 5.650685], [-0.185208, 5.650686], [-0.18709, 5.65069], [-0.187106, 5.65069], [-0.189146, 5.650699], [-0.189143, 5.650328]]]}}",216,0.983,1
337,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 208, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.30849, 5.5372], [-0.308497, 5.537198], [-0.309369, 5.537069], [-0.310249, 5.537026], [-0.31113, 5.537069], [-0.312002, 5.537198], [-0.312857, 5.537411], [-0.313687, 5.537707], [-0.314484, 5.538082], [-0.31524, 5.538533], [-0.315948, 5.539056], [-0.316601, 5.539645], [-0.317193, 5.540295], [-0.317719, 5.541], [-0.317804, 5.541141], [-0.318903, 5.547686], [-0.316228, 5.552626], [-0.315948, 5.552879], [-0.31524, 5.553402], [-0.314484, 5.553853], [-0.313687, 5.554228], [-0.312857, 5.554523], [-0.312002, 5.554737], [-0.31113, 5.554865], [-0.310249, 5.554908], [-0.309369, 5.554865], [-0.308497, 5.554737], [-0.307642, 5.554523], [-0.306868, 5.554248], [-0.307049, 5.543882], [-0.30849, 5.5372]]]}}",208,0.973,1
184,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 324, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.240352, 5.691722], [-0.23986, 5.691795], [-0.238979, 5.691838], [-0.238098, 5.691795], [-0.237226, 5.691666], [-0.236371, 5.691453], [-0.235541, 5.691158], [-0.234744, 5.690782], [-0.233988, 5.690331], [-0.233629, 5.690067], [-0.242067, 5.676776], [-0.24673, 5.678401], [-0.246901, 5.678685], [-0.247278, 5.679478], [-0.247575, 5.680304], [-0.24779, 5.681155], [-0.247919, 5.682023], [-0.247962, 5.682899], [-0.247919, 5.683775], [-0.247859, 5.684175], [-0.240352, 5.691722]]]}}",324,0.547,1
93.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 74, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.277571, 5.550577], [-0.269405, 5.547376], [-0.270538, 5.542334], [-0.278437, 5.539835], [-0.278665, 5.540086], [-0.279191, 5.54079], [-0.279644, 5.541543], [-0.280021, 5.542336], [-0.280318, 5.543162], [-0.280532, 5.544013], [-0.280661, 5.544881], [-0.280704, 5.545758], [-0.280661, 5.546634], [-0.280532, 5.547502], [-0.280318, 5.548353], [-0.280021, 5.549179], [-0.279644, 5.549973], [-0.27932, 5.550511], [-0.277571, 5.550577]]]}}",74,0.983,1
109,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 252, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.164444, 5.665532], [-0.15847, 5.657066], [-0.164476, 5.656829], [-0.164444, 5.665532]]]}}",252,0.982,1
237,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 100, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.263335, 5.556526], [-0.262962, 5.558376], [-0.262884, 5.558445], [-0.260547, 5.559089], [-0.254955, 5.55502], [-0.257146, 5.54986], [-0.259945, 5.550538], [-0.263264, 5.555985], [-0.263335, 5.556526]]]}}",100,0.861,1
179,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 435, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.238758, 5.543567], [-0.234164, 5.540718], [-0.233366, 5.539669], [-0.233389, 5.539199], [-0.233492, 5.53851], [-0.233953, 5.53809], [-0.242227, 5.536102], [-0.242946, 5.542213], [-0.238758, 5.543567]]]}}",435,0.981,1
58.3,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 267, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.228601, 5.640217], [-0.224078, 5.647062], [-0.215005, 5.644036], [-0.213299, 5.640036], [-0.213441, 5.639474], [-0.213738, 5.638648], [-0.214114, 5.637855], [-0.214568, 5.637102], [-0.214709, 5.636913], [-0.224285, 5.633868], [-0.225772, 5.635453], [-0.228601, 5.640217]]]}}",267,0.936,1
87.3,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 186, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.238692, 5.632969], [-0.240494, 5.641386], [-0.232641, 5.641356], [-0.236986, 5.632887], [-0.237088, 5.632799], [-0.238692, 5.632969]]]}}",186,0.910,1
101,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 240, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.208596, 5.576673], [-0.207749, 5.577818], [-0.207079, 5.577986], [-0.206306, 5.577218], [-0.20604, 5.575398], [-0.208138, 5.568407], [-0.210756, 5.569959], [-0.208596, 5.576673]]]}}",240,0.983,1
274,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 194, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.258393, 5.609242], [-0.252735, 5.61431], [-0.249799, 5.612014], [-0.249861, 5.608137], [-0.252256, 5.60733], [-0.257959, 5.608825], [-0.258393, 5.609242]]]}}",194,0.977,1
94.9,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 148, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.263264, 5.555985], [-0.259945, 5.550538], [-0.261752, 5.548232], [-0.264672, 5.54634], [-0.267752, 5.548002], [-0.26768, 5.549363], [-0.266212, 5.552758], [-0.263264, 5.555985]]]}}",148,0.978,1
53.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 54, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.250709, 5.523816], [-0.245206, 5.530383], [-0.24236, 5.529661], [-0.238661, 5.525591], [-0.238306, 5.522636], [-0.238461, 5.522429], [-0.239053, 5.521778], [-0.239706, 5.521189], [-0.240414, 5.520666], [-0.24117, 5.520215], [-0.241967, 5.51984], [-0.242797, 5.519545], [-0.243652, 5.519331], [-0.244524, 5.519203], [-0.245405, 5.51916], [-0.246286, 5.519203], [-0.247158, 5.519331], [-0.248013, 5.519545], [-0.248843, 5.51984], [-0.248957, 5.519894], [-0.250709, 5.523816]]]}}",54,0.968,1
197,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 392, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.088731, 5.99278], [-0.088761, 5.992844], [-0.089058, 5.99367], [-0.089273, 5.99452], [-0.089402, 5.995387], [-0.089445, 5.996263], [-0.089402, 5.997139], [-0.089273, 5.998006], [-0.089058, 5.998856], [-0.088761, 5.999682], [-0.088384, 6.000474], [-0.087931, 6.001226], [-0.087406, 6.001931], [-0.086814, 6.00258], [-0.086189, 6.003144], [-0.074689, 6.003102], [-0.07411, 6.00258], [-0.073518, 6.001931], [-0.072993, 6.001226], [-0.072542, 6.000479], [-0.084895, 5.990115], [-0.088731, 5.99278]]]}}",392,0.680,1
365,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 344, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.328573, 5.551103], [-0.334049, 5.541199], [-0.334972, 5.540225], [-0.335021, 5.540237], [-0.335851, 5.540533], [-0.336648, 5.540908], [-0.337404, 5.541359], [-0.338112, 5.541882], [-0.338765, 5.542471], [-0.339357, 5.543121], [-0.339882, 5.543826], [-0.340336, 5.544578], [-0.340713, 5.545372], [-0.34101, 5.546198], [-0.341176, 5.54686], [-0.340685, 5.548202], [-0.330675, 5.554063], [-0.328573, 5.551103]]]}}",344,0.979,1
331,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 358, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.285952, 5.65082], [-0.286484, 5.657563], [-0.284064, 5.660061], [-0.278722, 5.661726], [-0.277672, 5.660694], [-0.276944, 5.650845], [-0.276967, 5.650771], [-0.283536, 5.649487], [-0.285912, 5.650782], [-0.285952, 5.65082]]]}}",358,0.983,1
89.8,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 331, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.230608, 5.575153], [-0.227448, 5.576573], [-0.225503, 5.572088], [-0.231906, 5.568543], [-0.231458, 5.574304], [-0.230608, 5.575153]]]}}",331,0.983,1
23.8,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 361, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.227448, 5.576573], [-0.227392, 5.576645], [-0.219635, 5.580028], [-0.219175, 5.571476], [-0.222891, 5.570772], [-0.225503, 5.572088], [-0.227448, 5.576573]]]}}",361,0.927,1
193,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 302, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.263765, 5.538998], [-0.261654, 5.537768], [-0.261466, 5.534806], [-0.261712, 5.534209], [-0.271976, 5.529892], [-0.274426, 5.53381], [-0.263765, 5.538998]]]}}",302,0.983,1
169,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 228, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.168275, 5.667957], [-0.167867, 5.667984], [-0.166721, 5.655705], [-0.175584, 5.655803], [-0.175744, 5.656139], [-0.176041, 5.656965], [-0.176255, 5.657816], [-0.176384, 5.658684], [-0.176428, 5.65956], [-0.176384, 5.660436], [-0.176255, 5.661304], [-0.176041, 5.662155], [-0.175744, 5.662981], [-0.175367, 5.663774], [-0.174914, 5.664527], [-0.174389, 5.665231], [-0.173797, 5.665881], [-0.173143, 5.66647], [-0.172435, 5.666993], [-0.171679, 5.667444], [-0.171163, 5.667687], [-0.168275, 5.667957]]]}}",228,0.983,1
216,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 78, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.108081, 5.60826], [-0.099303, 5.600224], [-0.105693, 5.591426], [-0.106009, 5.591411], [-0.10689, 5.591454], [-0.107762, 5.591582], [-0.108617, 5.591796], [-0.109447, 5.592091], [-0.110244, 5.592466], [-0.111, 5.592917], [-0.111708, 5.59344], [-0.112361, 5.594029], [-0.112953, 5.594679], [-0.113478, 5.595384], [-0.113931, 5.596137], [-0.114308, 5.59693], [-0.114605, 5.597756], [-0.11482, 5.598607], [-0.114949, 5.599475], [-0.114992, 5.600351], [-0.114949, 5.601227], [-0.11482, 5.602095], [-0.114605, 5.602946], [-0.11443, 5.603434], [-0.108081, 5.60826]]]}}",78,0.969,1
909,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 393, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.135531, 5.666816], [-0.131522, 5.672168], [-0.131113, 5.672313], [-0.130258, 5.672526], [-0.129386, 5.672655], [-0.128505, 5.672698], [-0.127624, 5.672655], [-0.126752, 5.672526], [-0.125897, 5.672313], [-0.125067, 5.672018], [-0.12427, 5.671643], [-0.123514, 5.671192], [-0.122806, 5.670669], [-0.122153, 5.67008], [-0.121561, 5.66943], [-0.121036, 5.668725], [-0.120583, 5.667973], [-0.120206, 5.66718], [-0.119909, 5.666354], [-0.119694, 5.665503], [-0.119565, 5.664635], [-0.119522, 5.663759], [-0.119565, 5.662883], [-0.119694, 5.662015], [-0.119909, 5.661164], [-0.120206, 5.660338], [-0.120583, 5.659545], [-0.121036, 5.658793], [-0.121561, 5.658088], [-0.122153, 5.657438], [-0.122806, 5.656849], [-0.123514, 5.656326], [-0.12427, 5.655875], [-0.125067, 5.6555], [-0.125897, 5.655205], [-0.126752, 5.654991], [-0.127624, 5.654863], [-0.128505, 5.65482], [-0.129386, 5.654863], [-0.129478, 5.654876], [-0.134858, 5.663001], [-0.135531, 5.666816]]]}}",393,0.963,1
3.85,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 58, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.139415, 5.732095], [-0.139544, 5.731227], [-0.139758, 5.730376], [-0.140055, 5.72955], [-0.140432, 5.728758], [-0.140885, 5.728005], [-0.14141, 5.727301], [-0.142002, 5.726651], [-0.142656, 5.726062], [-0.143364, 5.725539], [-0.14412, 5.725088], [-0.144917, 5.724713], [-0.145747, 5.724418], [-0.146602, 5.724204], [-0.147474, 5.724076], [-0.148354, 5.724033], [-0.149235, 5.724076], [-0.150107, 5.724204], [-0.150962, 5.724418], [-0.151792, 5.724713], [-0.152589, 5.725088], [-0.153345, 5.725539], [-0.154053, 5.726062], [-0.154706, 5.726651], [-0.155298, 5.727301], [-0.155824, 5.728005], [-0.156277, 5.728758], [-0.156654, 5.72955], [-0.156951, 5.730376], [-0.157165, 5.731227], [-0.157294, 5.732095], [-0.157338, 5.732971], [-0.157294, 5.733847], [-0.157165, 5.734715], [-0.156951, 5.735566], [-0.156654, 5.736391], [-0.156277, 5.737184], [-0.155824, 5.737937], [-0.155298, 5.738641], [-0.154706, 5.739291], [-0.154053, 5.73988], [-0.153345, 5.740403], [-0.152589, 5.740854], [-0.151792, 5.741229], [-0.150962, 5.741524], [-0.150107, 5.741737], [-0.149235, 5.741866], [-0.148354, 5.741909], [-0.147474, 5.741866], [-0.146602, 5.741737], [-0.145747, 5.741524], [-0.144917, 5.741229], [-0.14412, 5.740854], [-0.143364, 5.740403], [-0.142656, 5.73988], [-0.142002, 5.739291], [-0.14141, 5.738641], [-0.140885, 5.737937], [-0.140432, 5.737184], [-0.140055, 5.736391], [-0.139758, 5.735566], [-0.139544, 5.734715], [-0.139415, 5.733847], [-0.139371, 5.732971], [-0.139415, 5.732095]]]}}",58,0.940,1
54.4,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 438, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.233658, 5.591538], [-0.228502, 5.588654], [-0.228423, 5.587654], [-0.230927, 5.585183], [-0.235769, 5.586862], [-0.233658, 5.591538]]]}}",438,0.983,1
372,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 157, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.360842, 5.507349], [-0.360587, 5.507579], [-0.359879, 5.508101], [-0.359123, 5.508553], [-0.358326, 5.508928], [-0.357496, 5.509223], [-0.356641, 5.509437], [-0.355769, 5.509565], [-0.354888, 5.509608], [-0.354008, 5.509565], [-0.353136, 5.509437], [-0.352281, 5.509223], [-0.351451, 5.508928], [-0.350654, 5.508553], [-0.349898, 5.508101], [-0.349189, 5.507579], [-0.348536, 5.506989], [-0.347944, 5.506339], [-0.347419, 5.505634], [-0.346966, 5.504882], [-0.346589, 5.504089], [-0.346292, 5.503262], [-0.346078, 5.502411], [-0.345948, 5.501543], [-0.345905, 5.500667], [-0.345948, 5.49979], [-0.346078, 5.498922], [-0.346292, 5.498071], [-0.346589, 5.497245], [-0.346966, 5.496452], [-0.347419, 5.495699], [-0.347944, 5.494994], [-0.348536, 5.494344], [-0.349189, 5.493755], [-0.349898, 5.493232], [-0.350654, 5.492781], [-0.351451, 5.492406], [-0.352281, 5.49211], [-0.353136, 5.491897], [-0.354008, 5.491768], [-0.354888, 5.491725], [-0.355769, 5.491768], [-0.356641, 5.491897], [-0.357496, 5.49211], [-0.358326, 5.492406], [-0.359123, 5.492781], [-0.359879, 5.493232], [-0.360587, 5.493755], [-0.36124, 5.494344], [-0.361832, 5.494994], [-0.362358, 5.495699], [-0.362811, 5.496452], [-0.363188, 5.497245], [-0.363229, 5.497359], [-0.360842, 5.507349]]]}}",157,0.833,1
